Ind,Pop,One_ACBP_79,One_agt_132,One_aldB_152,One_apoe_83,One_c3_98,One_CD9_269,One_cetn1_167,One_CFP1,One_cin_177,One_CO1,One_ctgf_301,One_Cytb_17,One_Cytb_26,One_E2,One_gdh_212,One_GHII_2461,One_ghsR_66,One_GPDH,One_GPDH2,One_GPH_414,One_hcs71_220,One_HGFA,One_HpaI_436,One_HpaI_99,One_Hsp47,One_IL8r_362,One_KCT1_453,One_KPNA_422,One_LEI_87,One_lpp1_44,One_metA_253,One_MHC2_190,One_MHC2_251,One_Mkpro_129,One_ODC1_196,One_Ots208_234,One_Ots213_181,One_p53_576,One_pax7_248,One_PIP,One_Prl2,One_rab1a_76,One_RAG1_103,One_RAG3_93,One_redd1_414,One_RF_112,One_RF_295,One_rpo2j_261,One_sast_211,One_spf30_207,One_srp09_127,One_ssrd_135,One_STC_410,One_STR07,One_SUMO1_6,One_sys1_230,One_taf12_248,One_Tf_ex10_750,One_Tf_ex3_182,One_tshB_92,One_txnip_401,One_U1003_75,One_U1004_183,One_U1009_91,One_U1010_81,One_U1012_68,One_U1013_108,One_U1014_74,One_U1016_115,One_U1024_197,One_U1101,One_U1103,One_U1105,One_U1201_492,One_U1202_1052,One_U1203_175,One_U1204_53,One_U1205_57,One_U1206_108,One_U1208_67,One_U1209_111,One_U1210_173,One_U1212_106,One_U1214_107,One_U1216_230,One_U301_92,One_U401_224,One_U404_229,One_U502_167,One_U503_170,One_U504_141,One_vamp5_255,One_vatf_214,One_VIM_569,One_ZNF_61,One_zP3b,One_Omy77v4,One_One100,One_One102v4,One_One103PT,One_One105,One_One108v4,One_One110v4,One_One111v4,One_One114v4,One_One115,One_Ots103v4,One_Ots107v4,One_uSat60v4
FTM2_071,FTM2,001/001,002/002,001/001,002/002,002/002,001/002,001/001,001/002,001/002,001/001,001/001,002/002,002/002,001/002,002/002,002/002,001/002,002/002,002/002,001/001,002/002,001/002,001/002,002/002,001/002,001/001,002/002,001/001,001/002,001/001,001/001,001/001,002/002,002/002,001/002,002/002,001/002,002/002,002/002,001/002,001/002,001/002,002/002,001/001,001/002,001/002,001/001,001/001,001/001,001/001,002/002,001/002,002/002,001/002,001/002,001/001,001/001,001/002,001/001,001/002,001/001,002/002,001/002,001/002,002/002,001/002,001/002,001/002,001/001,002/002,001/001,002/002,002/002,002/002,001/002,001/002,001/001,002/002,001/001,001/001,002/002,002/002,001/001,002/002,001/001,002/002,001/001,001/001,001/001,002/002,001/002,002/002,001/002,002/002,002/002,001/002,003/003,030/035,005/013,034/036,002/004,012/014,006/008,006/027,011/022,008/009,007/008,004/005,003/004
FTM2_072,FTM2,001/001,002/002,001/001,001/002,002/002,001/002,001/002,001/001,001/001,001/001,001/001,002/002,002/002,001/002,001/002,002/002,001/002,001/002,002/002,001/002,002/002,001/002,001/001,001/002,002/002,001/001,002/002,001/001,001/001,002/002,001/001,001/002,001/002,001/002,001/001,002/002,001/002,002/002,002/002,001/002,002/002,002/002,002/002,001/001,002/002,001/001,001/001,002/002,001/001,001/001,002/002,001/002,002/002,001/001,002/002,001/001,001/001,002/002,001/002,001/001,001/001,002/002,001/001,001/002,002/002,001/002,002/002,002/002,001/002,002/002,001/001,002/002,001/002,001/001,001/002,001/002,001/001,002/002,001/002,001/001,001/002,002/002,002/002,002/002,001/001,002/002,001/002,001/002,001/001,002/002,002/002,001/001,002/002,002/002,002/002,002/002,001/005,036/037,009/010,034/037,004/006,010/013,011/011,010/024,010/015,010/010,007/008,003/008,004/008
FTM2_073,FTM2,001/002,002/002,001/001,002/002,002/002,001/001,002/002,001/001,001/002,002/002,001/001,002/002,001/001,001/001,002/002,002/002,001/001,001/002,002/002,001/001,002/002,002/002,001/002,001/002,002/002,001/001,002/002,002/002,001/001,002/002,001/001,001/001,001/001,002/002,001/002,002/002,001/001,002/002,002/002,001/002,002/002,001/002,002/002,001/001,002/002,001/001,001/001,002/002,001/001,001/001,002/002,002/002,001/002,001/001,002/002,001/002,001/001,002/002,001/001,001/001,001/001,002/002,001/002,001/002,002/002,001/002,002/002,002/002,002/002,002/002,001/001,002/002,002/002,001/001,001/001,001/002,001/001,002/002,001/001,001/002,001/001,002/002,001/002,002/002,001/001,002/002,001/002,001/001,001/001,001/002,001/002,001/002,001/002,002/002,001/002,002/002,001/003,033/034,011/012,038/038,002/002,009/011,008/008,005/005,005/014,010/012,007/007,004/004,003/004
FTM2_074,FTM2,002/002,002/002,001/001,002/002,002/002,001/001,001/001,001/001,001/001,001/001,001/001,002/002,002/002,001/001,001/002,002/002,001/002,001/002,002/002,001/001,002/002,001/001,001/001,002/002,002/002,001/001,002/002,001/001,001/002,001/002,001/001,001/002,001/002,001/002,002/002,001/002,002/002,002/002,002/002,001/001,001/001,001/002,000/000,001/001,001/002,000/000,001/001,001/002,001/001,001/002,002/002,002/002,002/002,001/002,002/002,001/001,001/001,002/002,002/002,001/001,001/001,002/002,001/002,001/002,002/002,001/001,002/002,001/002,002/002,001/002,001/001,002/002,002/002,001/002,001/002,002/002,001/001,002/002,001/001,001/002,002/002,002/002,002/002,002/002,001/001,001/001,001/001,001/001,001/001,002/002,001/002,001/001,001/001,000/000,001/002,002/002,001/004,031/033,013/014,010/039,002/007,007/020,014/018,006/022,015/019,004/015,017/019,005/008,003/008
FTM2_075,FTM2,001/002,001/002,001/001,001/002,002/002,001/001,001/002,001/001,002/002,001/001,001/001,002/002,002/002,001/001,001/002,002/002,001/001,001/001,002/002,002/002,002/002,001/002,001/002,001/001,002/002,001/001,001/002,001/001,001/001,001/002,001/001,001/001,001/001,001/001,001/002,002/002,001/002,002/002,001/002,001/001,001/001,001/001,002/002,001/001,002/002,001/002,001/001,001/002,001/002,001/001,002/002,001/002,002/002,001/002,001/002,001/002,001/001,002/002,001/001,001/001,001/001,001/002,002/002,002/002,002/002,001/002,002/002,001/001,002/002,001/002,001/001,002/002,000/000,001/001,002/002,001/002,001/002,002/002,001/001,001/002,001/002,002/002,001/001,002/002,001/001,001/002,001/002,001/002,001/001,002/002,002/002,001/001,002/002,002/002,002/002,002/002,003/004,026/029,008/012,030/037,002/004,007/011,009/010,006/025,005/014,011/012,008/013,005/005,008/008
FTM2_076,FTM2,000/000,002/002,001/002,002/002,002/002,001/001,002/002,000/000,001/001,002/002,001/001,002/002,001/001,001/001,002/002,002/002,001/001,002/002,002/002,001/001,001/002,000/000,001/001,001/002,001/002,001/001,002/002,001/001,001/001,001/001,001/001,001/001,002/002,002/002,001/002,002/002,002/002,002/002,002/002,001/001,002/002,001/002,002/002,001/001,001/002,001/002,001/001,000/000,001/001,001/001,002/002,001/002,000/000,001/002,002/002,001/002,001/001,002/002,001/002,001/001,001/001,001/002,001/002,002/002,002/002,001/001,001/002,002/002,001/001,002/002,001/001,002/002,002/002,001/002,001/002,002/002,001/002,002/002,001/001,001/002,002/002,002/002,001/002,002/002,001/001,002/002,001/001,001/001,001/001,002/002,001/002,001/001,002/002,001/002,002/002,002/002,003/003,030/037,007/008,009/034,002/004,010/011,009/011,022/025,012/014,012/013,008/010,004/004,003/008
FTM2_077,FTM2,001/001,001/001,001/001,001/002,002/002,001/001,001/002,001/001,001/001,001/001,001/001,002/002,002/002,001/001,002/002,002/002,001/001,001/001,002/002,001/002,002/002,001/002,001/002,001/002,001/001,001/001,002/002,001/002,001/001,001/001,001/001,001/001,002/002,002/002,002/002,002/002,001/001,002/002,002/002,001/002,001/001,001/002,002/002,001/002,001/002,001/001,001/001,001/002,001/001,001/001,002/002,001/002,002/002,002/002,002/002,001/002,001/001,001/002,001/002,001/001,001/001,002/002,002/002,001/001,002/002,001/002,002/002,002/002,001/002,002/002,001/001,002/002,001/002,002/002,002/002,001/002,001/001,002/002,001/001,001/002,002/002,002/002,001/002,002/002,001/001,002/002,001/002,001/001,001/001,001/001,002/002,001/001,002/002,002/002,002/002,002/002,001/003,010/029,007/009,038/039,001/008,010/013,008/009,000/000,013/024,009/011,010/017,003/004,003/008
FTM2_078,FTM2,001/001,002/002,001/002,002/002,002/002,001/002,002/002,001/001,002/002,001/001,001/001,002/002,002/002,001/002,002/002,002/002,001/002,001/002,002/002,001/002,002/002,001/002,001/002,001/002,002/002,001/001,002/002,001/001,001/001,001/002,001/001,001/001,002/002,002/002,001/002,002/002,001/002,002/002,002/002,001/002,001/001,001/002,001/002,001/001,001/002,001/001,001/001,001/002,001/001,001/001,002/002,001/002,001/002,001/001,002/002,001/001,001/001,002/002,002/002,001/001,001/001,001/001,001/002,001/002,002/002,001/002,002/002,001/002,002/002,001/002,001/001,002/002,002/002,001/001,001/002,001/002,001/001,002/002,001/001,001/001,001/002,002/002,001/002,002/002,001/002,001/002,001/001,001/001,001/001,002/002,001/002,001/002,002/002,002/002,002/002,002/002,003/004,027/029,010/016,007/037,002/006,005/011,008/016,003/025,012/013,009/013,007/013,003/004,003/008
FTM2_079,FTM2,001/001,001/001,001/002,001/002,002/002,001/002,001/002,001/002,001/002,001/001,001/001,002/002,002/002,001/001,002/002,002/002,001/001,001/001,002/002,001/002,002/002,001/002,001/002,001/002,001/002,001/001,002/002,001/001,001/001,001/001,001/001,001/001,002/002,001/002,002/002,002/002,001/001,002/002,002/002,001/002,001/001,001/002,002/002,001/001,001/002,001/001,001/001,001/001,001/001,001/001,002/002,001/002,002/002,002/002,002/002,001/001,001/001,001/002,001/001,001/001,001/001,002/002,002/002,001/002,002/002,001/002,002/002,002/002,001/002,002/002,001/001,002/002,001/002,001/002,002/002,002/002,001/002,002/002,001/001,001/002,001/002,002/002,001/002,002/002,001/001,001/002,001/002,001/001,001/001,001/002,002/002,001/001,002/002,002/002,002/002,002/002,001/003,010/029,007/009,030/037,004/007,000/000,008/011,004/026,009/013,011/013,009/010,003/004,003/008
FTM2_080,FTM2,002/002,002/002,001/002,001/002,002/002,001/001,001/001,001/001,002/002,002/002,001/001,002/002,001/001,001/001,001/002,002/002,001/001,001/002,002/002,001/002,001/002,001/001,001/001,001/002,002/002,001/001,002/002,001/001,001/001,001/002,001/001,001/002,001/002,002/002,002/002,001/002,002/002,002/002,001/002,001/002,001/002,002/002,002/002,001/001,002/002,002/002,001/001,001/001,001/001,000/000,002/002,001/002,002/002,001/002,002/002,001/001,001/001,002/002,001/002,001/001,001/001,002/002,001/001,002/002,002/002,001/001,002/002,001/002,002/002,002/002,001/002,002/002,002/002,002/002,002/002,001/002,001/002,002/002,001/002,001/002,001/002,002/002,001/002,002/002,001/002,002/002,001/001,001/001,001/001,002/002,002/002,001/002,001/002,001/002,001/002,002/002,003/004,023/032,005/011,000/000,002/006,004/010,009/011,005/012,010/021,010/012,012/019,004/004,003/003
FTM2_081,FTM2,001/001,001/002,001/001,001/002,002/002,001/001,001/002,001/002,000/000,001/001,001/001,002/002,002/002,002/002,002/002,001/002,001/002,001/002,002/002,001/002,002/002,001/002,001/002,002/002,001/002,001/001,002/002,001/001,001/001,002/002,001/001,001/002,001/001,001/002,002/002,001/002,001/002,002/002,002/002,001/001,001/002,002/002,002/002,001/002,001/002,001/001,001/001,002/002,001/001,001/001,002/002,000/000,000/000,001/002,002/002,001/002,001/001,002/002,002/002,001/001,001/001,002/002,002/002,001/002,002/002,002/002,002/002,001/001,001/002,002/002,001/001,002/002,002/002,002/002,001/002,001/002,001/002,002/002,001/001,001/001,002/002,001/002,001/002,002/002,001/001,001/002,001/001,001/002,001/001,001/002,002/002,001/001,002/002,002/002,002/002,002/002,001/003,029/030,009/011,035/039,002/002,005/011,009/010,005/025,005/016,009/014,005/007,004/004,003/004
FTM2_082,FTM2,002/002,002/002,001/001,001/002,002/002,001/001,001/002,001/002,002/002,002/002,001/001,002/002,001/001,001/001,001/001,002/002,001/002,001/002,002/002,001/002,001/002,001/001,001/002,002/002,001/002,001/001,002/002,001/001,001/002,002/002,001/001,002/002,001/001,001/002,002/002,002/002,002/002,002/002,002/002,002/002,001/002,001/002,002/002,001/001,001/002,001/002,001/001,001/002,001/001,001/002,002/002,001/002,002/002,001/002,002/002,001/001,001/001,002/002,002/002,001/001,001/001,002/002,001/001,002/002,001/002,001/002,002/002,002/002,001/002,001/002,001/001,002/002,002/002,002/002,001/002,001/001,001/001,002/002,001/001,001/002,002/002,002/002,002/002,002/002,001/001,002/002,001/002,001/001,001/001,002/002,001/001,001/001,001/002,001/002,001/001,002/002,003/003,032/038,008/008,032/033,002/006,009/009,008/020,005/005,008/017,004/008,012/018,004/008,003/003
FTM2_083,FTM2,001/002,001/002,001/001,002/002,002/002,001/002,001/002,001/001,001/002,002/002,001/001,002/002,001/001,001/001,001/001,002/002,001/001,001/001,002/002,001/001,001/002,001/002,002/002,002/002,001/002,001/001,002/002,001/001,001/001,001/002,001/001,001/002,001/002,001/001,001/001,002/002,002/002,001/002,001/002,001/001,001/002,001/002,002/002,001/001,001/002,001/001,001/001,001/001,001/001,001/002,002/002,002/002,001/001,001/001,001/002,001/002,001/001,002/002,001/002,001/001,001/001,002/002,001/001,001/001,002/002,001/002,002/002,002/002,002/002,002/002,001/002,002/002,002/002,001/001,001/001,001/001,001/001,002/002,001/001,001/001,002/002,002/002,001/002,002/002,001/001,002/002,000/000,001/001,001/001,001/002,001/002,001/001,002/002,002/002,001/002,002/002,003/003,026/034,012/012,035/036,001/002,007/014,012/014,012/015,012/016,012/014,007/011,004/004,003/003
FTM2_084,FTM2,001/002,002/002,001/001,002/002,002/002,001/002,002/002,001/001,001/002,001/001,001/001,002/002,002/002,001/001,000/000,002/002,001/001,001/001,002/002,002/002,001/002,001/001,001/001,001/002,002/002,001/002,002/002,001/001,001/002,002/002,001/001,001/001,002/002,001/002,001/001,002/002,002/002,002/002,002/002,001/001,001/001,001/001,002/002,001/001,001/002,001/001,001/001,001/002,001/001,001/002,002/002,001/002,002/002,001/002,002/002,001/002,001/001,002/002,001/002,000/000,001/001,001/002,001/002,002/002,002/002,001/002,002/002,002/002,001/002,002/002,001/001,002/002,002/002,002/002,001/002,001/001,001/001,002/002,001/002,001/001,002/002,002/002,001/001,002/002,001/001,002/002,001/002,001/001,001/001,001/002,001/002,001/002,002/002,002/002,002/002,002/002,003/006,027/028,010/011,037/038,002/004,009/018,014/020,021/027,017/019,009/013,000/000,004/008,003/003
FTM2_085,FTM2,002/002,002/002,001/002,001/002,002/002,001/001,001/002,002/002,001/001,001/001,001/001,002/002,002/002,001/001,001/002,002/002,001/001,001/002,002/002,001/002,002/002,001/001,001/002,001/002,002/002,001/001,001/002,001/001,001/001,001/002,001/001,001/001,001/002,002/002,001/002,001/002,001/001,001/002,002/002,001/002,001/001,001/001,002/002,001/001,001/002,001/001,001/001,001/002,001/001,001/001,002/002,001/002,002/002,002/002,002/002,001/001,001/001,001/002,001/002,001/001,001/001,002/002,002/002,002/002,002/002,001/002,002/002,002/002,002/002,002/002,001/001,002/002,002/002,001/002,001/002,001/002,001/002,002/002,001/001,001/001,001/002,002/002,001/001,002/002,001/001,001/002,001/001,001/001,001/001,002/002,002/002,001/001,002/002,002/002,002/002,002/002,001/003,030/036,007/010,038/048,001/002,002/011,011/021,005/023,010/016,006/014,008/014,004/004,008/008
FTM2_086,FTM2,001/002,001/002,001/001,000/000,002/002,001/001,001/002,001/001,001/002,001/001,001/001,002/002,002/002,001/001,001/002,002/002,001/001,001/002,002/002,001/002,002/002,001/002,001/001,001/002,002/002,001/001,002/002,001/001,001/002,002/002,001/001,001/001,001/001,002/002,001/001,002/002,001/002,002/002,002/002,001/001,001/001,001/002,002/002,001/002,001/002,001/002,001/002,001/002,001/001,001/001,002/002,000/000,002/002,001/002,002/002,001/001,001/001,002/002,001/002,001/001,001/001,002/002,001/001,001/002,002/002,002/002,002/002,002/002,001/002,002/002,001/001,002/002,002/002,002/002,002/002,001/002,002/002,001/002,001/002,001/001,002/002,002/002,002/002,002/002,001/001,002/002,001/001,001/001,001/001,002/002,002/002,001/001,001/002,001/002,001/001,002/002,001/003,028/030,011/012,032/041,002/002,005/018,008/031,005/027,005/011,008/012,008/012,004/005,003/008
FTM2_087,FTM2,001/002,002/002,001/001,001/002,002/002,001/001,002/002,001/001,001/001,001/001,001/001,002/002,002/002,001/001,002/002,002/002,001/002,001/001,002/002,001/002,001/002,002/002,001/002,001/002,002/002,001/001,002/002,001/001,001/002,001/002,001/001,002/002,000/000,001/002,001/002,002/002,002/002,002/002,002/002,001/002,001/002,001/002,002/002,001/001,002/002,001/001,001/001,001/001,001/001,001/002,002/002,001/002,001/002,001/002,002/002,001/001,001/002,002/002,001/002,001/001,001/001,002/002,001/002,001/001,002/002,001/001,002/002,001/002,001/001,002/002,001/001,002/002,002/002,001/002,001/001,001/001,001/001,002/002,001/002,001/001,001/002,002/002,001/001,002/002,001/001,002/002,001/001,001/001,001/001,002/002,002/002,001/002,002/002,002/002,001/002,002/002,001/004,029/031,014/015,035/038,002/004,007/011,011/011,004/007,006/012,008/012,007/019,003/004,003/008
FTM2_088,FTM2,002/002,002/002,001/002,002/002,002/002,001/002,001/001,001/001,001/002,002/002,001/001,001/001,002/002,001/001,002/002,002/002,001/001,001/002,001/002,002/002,002/002,001/001,001/002,001/002,002/002,001/001,002/002,001/001,001/001,001/001,001/001,001/001,002/002,001/001,001/002,002/002,002/002,002/002,002/002,002/002,001/002,001/001,002/002,001/001,002/002,001/001,001/001,001/002,001/001,001/002,002/002,002/002,001/001,001/002,002/002,001/002,001/001,002/002,002/002,001/001,001/001,002/002,001/001,002/002,002/002,001/002,002/002,002/002,002/002,002/002,001/001,002/002,002/002,002/002,000/000,001/001,001/001,002/002,001/001,001/001,002/002,002/002,001/001,002/002,001/001,001/002,001/002,001/001,001/001,002/002,001/002,001/001,002/002,002/002,001/002,002/002,001/003,029/033,012/014,032/040,002/002,005/014,012/014,004/027,017/019,013/013,008/014,004/005,003/004
FTM2_089,FTM2,002/002,002/002,001/001,002/002,002/002,001/001,001/002,001/002,002/002,001/001,001/001,002/002,002/002,001/002,002/002,002/002,001/001,002/002,002/002,001/002,000/000,001/002,002/002,002/002,002/002,001/001,002/002,001/001,001/001,002/002,001/001,001/001,002/002,000/000,001/002,002/002,002/002,001/002,001/002,001/002,001/002,001/002,002/002,001/001,002/002,001/001,001/001,001/001,001/001,002/002,002/002,002/002,001/002,002/002,002/002,001/002,001/001,002/002,001/002,001/001,001/001,002/002,001/002,001/001,002/002,001/001,001/002,001/002,002/002,002/002,001/002,002/002,002/002,002/002,001/002,001/002,002/002,002/002,001/001,001/001,001/002,002/002,001/002,002/002,001/002,002/002,001/002,001/001,001/001,002/002,001/002,002/002,002/002,002/002,001/002,002/002,001/004,032/032,008/010,037/039,002/002,010/012,007/008,004/005,009/012,010/014,008/008,004/004,008/008
FTM2_090,FTM2,001/002,000/000,000/000,000/000,001/001,001/002,001/002,000/000,000/000,000/000,001/002,000/000,000/000,000/000,001/002,001/002,000/000,000/000,000/000,000/000,000/000,000/000,000/000,001/002,001/002,000/000,000/000,000/000,000/000,001/002,001/002,000/000,000/000,000/000,000/000,000/000,001/002,001/002,001/002,001/002,000/000,001/002,001/002,000/000,000/000,000/000,000/000,000/000,001/002,000/000,000/000,001/002,000/000,000/000,000/000,001/002,000/000,000/000,000/000,000/000,000/000,001/002,000/000,001/002,000/000,001/002,000/000,001/002,001/002,000/000,000/000,000/000,000/000,000/000,001/002,000/000,000/000,000/000,000/000,001/002,001/002,001/002,000/000,000/000,000/000,001/002,000/000,000/000,000/000,000/000,000/000,001/002,001/002,000/000,001/002,000/000,003/003,027/028,010/013,030/042,002/002,010/018,011/020,004/014,013/018,008/009,016/018,003/004,003/009
FTM2_091,FTM2,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,001/002,001/002,000/000,000/000,000/000,000/000,001/002,000/000,000/000,000/000,000/000,001/002,000/000,000/000,000/000,000/000,001/002,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,001/002,000/000,000/000,001/002,000/000,000/000,001/002,000/000,001/002,000/000,001/002,001/002,000/000,000/000,001/002,000/000,000/000,000/000,001/002,000/000,000/000,000/000,001/002,001/002,000/000,001/002,000/000,001/002,000/000,003/003,031/036,008/008,036/043,002/007,012/012,005/008,005/015,013/017,013/013,004/013,004/005,003/003
FTM2_092,FTM2,001/002,001/001,001/001,001/002,002/002,001/001,001/002,001/002,001/002,002/002,001/001,002/002,001/001,001/001,001/002,002/002,001/001,001/002,000/000,001/002,002/002,001/002,001/001,001/002,002/002,001/001,002/002,001/001,001/001,001/002,001/001,001/002,001/002,001/002,002/002,002/002,001/002,002/002,002/002,002/002,001/002,001/002,002/002,001/001,002/002,001/002,001/001,001/001,001/001,001/001,002/002,001/002,002/002,001/002,001/002,001/002,001/001,002/002,002/002,001/001,001/001,002/002,001/001,001/002,002/002,001/002,002/002,002/002,001/001,002/002,001/002,002/002,002/002,001/001,001/002,002/002,001/002,002/002,001/001,001/001,002/002,002/002,002/002,002/002,001/001,002/002,001/001,001/001,001/001,002/002,001/002,001/002,001/002,002/002,001/002,002/002,001/003,028/035,011/013,030/038,002/007,011/011,008/011,006/023,015/016,008/013,007/008,004/004,003/003
FTM2_093,FTM2,001/002,002/002,001/002,002/002,002/002,002/002,002/002,002/002,001/001,002/002,001/001,002/002,001/001,001/001,001/002,002/002,001/001,001/002,002/002,001/001,002/002,001/002,001/001,002/002,001/002,001/001,002/002,001/002,001/001,002/002,001/001,001/001,002/002,002/002,001/001,002/002,002/002,002/002,001/002,002/002,002/002,001/001,002/002,001/001,001/002,001/001,001/001,001/001,001/001,001/001,002/002,001/002,001/002,001/001,002/002,001/001,001/001,002/002,001/001,001/001,001/001,002/002,001/002,001/002,002/002,001/001,001/002,001/002,002/002,002/002,001/001,002/002,002/002,002/002,002/002,001/002,002/002,002/002,001/001,001/001,001/002,002/002,001/001,002/002,001/001,001/002,001/001,001/001,001/001,001/002,002/002,001/002,001/002,002/002,002/002,002/002,003/013,029/031,005/014,039/041,002/002,009/016,009/011,006/028,012/017,006/010,011/012,003/005,003/003
FTM2_094,FTM2,001/001,001/002,001/001,001/001,002/002,001/002,001/002,001/001,001/002,001/001,001/001,002/002,002/002,002/002,001/002,002/002,001/002,001/001,002/002,002/002,001/002,001/001,001/002,001/001,001/001,001/001,002/002,001/002,001/001,001/002,001/001,001/001,002/002,002/002,001/002,002/002,001/002,002/002,002/002,001/002,001/001,001/002,002/002,001/001,002/002,001/002,001/001,001/002,001/001,001/001,002/002,002/002,001/002,001/002,002/002,001/002,001/001,002/002,001/002,001/001,001/001,001/002,001/001,001/002,002/002,001/002,002/002,002/002,001/001,002/002,001/001,002/002,001/001,002/002,001/002,001/001,002/002,002/002,001/001,001/001,001/002,002/002,001/001,002/002,001/001,002/002,001/002,001/001,001/001,002/002,002/002,001/002,002/002,002/002,002/002,002/002,003/003,004/026,008/012,038/042,002/004,012/018,011/014,005/026,008/016,009/012,000/000,003/003,003/008
FTM2_095,FTM2,001/001,002/002,001/001,001/002,002/002,001/001,002/002,001/002,001/002,002/002,001/001,002/002,001/001,001/001,001/002,002/002,001/001,001/002,002/002,002/002,002/002,001/001,001/001,001/001,002/002,002/002,002/002,001/001,001/001,001/002,001/001,001/002,001/002,002/002,001/002,002/002,002/002,002/002,002/002,001/001,001/002,001/002,002/002,001/001,002/002,001/001,001/001,001/002,001/001,001/002,002/002,002/002,002/002,001/001,002/002,001/002,001/001,002/002,001/002,001/001,001/001,002/002,001/002,001/002,002/002,001/002,002/002,001/002,001/002,002/002,001/001,002/002,002/002,002/002,002/002,001/001,001/001,002/002,001/001,001/002,002/002,002/002,001/002,002/002,001/001,002/002,001/001,001/001,001/001,002/002,002/002,001/001,001/002,001/002,002/002,002/002,001/003,031/036,009/013,036/039,004/004,005/011,020/029,005/025,012/014,008/013,012/016,004/006,008/008
KTL1_001,KTL1,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,001/001,000/000,000/000,001/001,000/000,000/000,000/000,001/002,002/002,000/000,002/002,001/002,000/000,001/002,000/000,001/001,000/000,000/000,001/001,000/000,000/000,000/000,000/000,000/000,000/000,002/002,002/002,002/002,000/000,000/000,000/000,000/000,002/002,001/001,000/000,001/001,001/001,000/000,000/000,000/000,000/000,000/000,002/002,000/000,000/000,000/000,000/000,000/000,001/001,000/000,000/000,000/000,000/000,000/000,000/000,001/001,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,002/002,000/000,000/000,001/001,001/002,000/000,000/000,000/000,002/002,002/002,000/000,003/003,027/028,004/013,031/033,002/004,005/015,008/012,005/028,004/015,009/012,008/011,004/004,003/008
KTL1_002,KTL1,000/000,001/001,000/000,002/002,002/002,002/002,002/002,001/001,001/002,001/001,001/001,002/002,000/000,001/002,002/002,002/002,001/002,001/001,002/002,000/000,002/002,001/002,001/002,001/002,000/000,001/001,001/002,000/000,001/002,001/002,001/001,000/000,000/000,000/000,000/000,002/002,002/002,002/002,002/002,001/002,000/000,000/000,002/002,001/002,000/000,001/001,001/001,000/000,000/000,001/002,000/000,002/002,002/002,001/002,000/000,000/000,000/000,000/000,002/002,000/000,000/000,000/000,001/001,000/000,002/002,001/001,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,001/001,000/000,000/000,000/000,000/000,000/000,002/002,000/000,001/002,001/001,001/002,001/002,000/000,000/000,001/002,001/001,002/002,001/001,028/030,008/014,032/038,002/002,009/015,009/009,005/006,004/016,009/011,012/018,003/004,003/003
KTL1_003,KTL1,001/002,002/002,001/001,001/002,002/002,002/002,002/002,002/002,001/002,001/001,001/001,002/002,002/002,001/002,001/002,002/002,001/002,001/002,002/002,001/002,002/002,001/001,001/002,002/002,002/002,001/001,002/002,001/001,001/001,002/002,001/001,000/000,001/002,001/002,002/002,001/002,001/001,002/002,002/002,001/002,001/002,001/002,002/002,001/001,002/002,001/001,001/001,001/001,001/001,001/001,002/002,002/002,001/002,001/002,001/002,002/002,001/002,002/002,001/002,001/001,001/001,002/002,001/002,002/002,002/002,001/002,002/002,002/002,002/002,002/002,001/002,002/002,001/002,002/002,001/002,001/002,001/001,002/002,001/002,001/001,001/002,001/002,001/002,002/002,001/002,002/002,001/002,001/001,001/001,002/002,002/002,001/002,002/002,001/002,001/001,002/002,003/003,034/034,008/010,028/041,002/007,009/011,006/010,004/006,013/018,002/013,007/008,003/004,003/008
KTL1_004,KTL1,002/002,001/001,001/002,002/002,002/002,001/002,001/002,001/002,002/002,001/001,001/001,002/002,002/002,001/001,001/002,002/002,001/002,001/002,001/002,002/002,002/002,001/002,001/001,002/002,002/002,001/002,002/002,001/001,001/002,002/002,001/001,001/001,002/002,001/002,002/002,002/002,002/002,002/002,002/002,001/002,001/001,001/001,002/002,001/001,002/002,001/001,001/001,001/001,001/001,001/001,002/002,001/002,001/002,001/001,002/002,001/002,001/001,002/002,001/002,001/001,001/001,001/001,001/002,001/002,002/002,001/001,002/002,002/002,002/002,002/002,001/001,002/002,000/000,001/001,002/002,001/001,001/002,002/002,001/002,001/001,001/002,002/002,001/002,002/002,001/001,002/002,001/001,001/001,001/001,001/001,001/002,001/002,002/002,002/002,002/002,002/002,003/003,028/031,012/014,025/040,002/002,009/012,008/012,005/025,008/014,006/014,012/018,004/004,008/008
